ticket_id,opened_at,cloud,category,priority,summary,status,assignment_group,resolution_hours,sla_met,root_cause,resolution
CLD-00883,2026-02-21T16:00:00,Azure,Database,P4,Azure database operational issue,Resolved,Cloud Operations,1.83,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00884,2026-03-06T16:00:00,AWS,Storage,P3,AWS storage operational issue,Resolved,Cloud Operations,5.26,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00885,2026-05-17T02:00:00,AWS,Backup,P4,AWS backup operational issue,Resolved,Cloud Operations,11.7,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00886,2026-02-28T19:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,13.36,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00887,2026-05-28T14:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,30.53,No,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00888,2026-03-19T06:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,16.69,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00889,2026-03-07T12:00:00,AWS,Security,P2,AWS security operational issue,Resolved,Cloud Operations,3.41,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00890,2026-05-24T04:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,24.01,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00891,2026-01-09T08:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,21.93,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00892,2026-03-18T21:00:00,AWS,Storage,P3,AWS storage operational issue,Resolved,Cloud Operations,29.0,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00893,2026-03-30T19:00:00,AWS,Backup,P3,AWS backup operational issue,Resolved,Cloud Operations,38.0,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00894,2026-03-26T15:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,25.98,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00895,2026-01-08T17:00:00,Azure,Network,P2,Azure network operational issue,Resolved,Cloud Operations,8.19,No,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00896,2026-02-03T19:00:00,AWS,Cost,P4,AWS cost operational issue,Resolved,Cloud Operations,5.42,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00897,2026-01-27T01:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,11.32,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00898,2026-05-08T00:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,7.26,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00899,2026-03-01T03:00:00,Azure,Cost,P3,Azure cost operational issue,Resolved,Cloud Operations,22.77,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00900,2026-05-11T03:00:00,Azure,Identity,P4,Azure identity operational issue,Resolved,Cloud Operations,6.47,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00901,2026-03-30T14:00:00,AWS,Security,P2,AWS security operational issue,Resolved,Cloud Operations,11.55,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00902,2026-04-28T23:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,29.91,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00903,2026-01-23T15:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,1.64,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00904,2026-01-11T05:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,33.34,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00905,2026-06-01T21:00:00,Azure,Cost,P4,Azure cost operational issue,Resolved,Cloud Operations,18.67,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00906,2026-05-16T10:00:00,AWS,Storage,P2,AWS storage operational issue,Resolved,Cloud Operations,4.26,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00907,2026-03-01T11:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,11.47,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00908,2026-02-27T06:00:00,Azure,Compute,P2,Azure compute operational issue,Resolved,Cloud Operations,11.76,No,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00909,2026-01-30T20:00:00,Azure,Identity,P3,Azure identity operational issue,Resolved,Cloud Operations,14.99,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00910,2026-06-26T21:00:00,AWS,Identity,P4,AWS identity operational issue,Resolved,Cloud Operations,16.52,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00911,2026-06-01T08:00:00,AWS,Cost,P2,AWS cost operational issue,Resolved,Cloud Operations,1.83,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00912,2026-06-20T20:00:00,Azure,Storage,P4,Azure storage operational issue,Resolved,Cloud Operations,29.25,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00913,2026-06-02T15:00:00,AWS,Database,P2,AWS database operational issue,Resolved,Cloud Operations,5.36,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00914,2026-02-08T22:00:00,AWS,Identity,P4,AWS identity operational issue,Resolved,Cloud Operations,9.46,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00915,2026-06-12T05:00:00,Azure,Backup,P4,Azure backup operational issue,Resolved,Cloud Operations,0.62,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00916,2026-02-20T23:00:00,Azure,Security,P3,Azure security operational issue,Resolved,Cloud Operations,34.15,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00917,2026-04-07T12:00:00,AWS,Security,P2,AWS security operational issue,Resolved,Cloud Operations,10.06,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00918,2026-01-31T10:00:00,AWS,Storage,P4,AWS storage operational issue,Resolved,Cloud Operations,13.94,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00919,2026-03-18T09:00:00,Azure,Network,P1,Azure network operational issue,Resolved,Cloud Operations,2.38,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00920,2026-04-08T06:00:00,Azure,Monitoring,P4,Azure monitoring operational issue,Resolved,Cloud Operations,1.97,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
